listing_id,cluster,price,neighbourhood_cleansed,room_type,property_type,property_base_group,latitude,longitude,accommodates,bedrooms,bathrooms,beds,amenities,amenities_count,minimum_nights,minimum_nights_log,number_of_reviews,review_scores_rating,has_review,host_is_superhost,model_feature__categorical__room_type_Entire home/apt,model_feature__categorical__room_type_Hotel room,model_feature__categorical__room_type_Private room,model_feature__categorical__room_type_Shared room,model_feature__categorical__property_base_group_Apartment / Condo,model_feature__categorical__property_base_group_Guesthouse / B&B,model_feature__categorical__property_base_group_Hostel,model_feature__categorical__property_base_group_Hotel / Resort,model_feature__categorical__property_base_group_House / Home,model_feature__categorical__property_base_group_Niche / Special Stay,model_feature__categorical__property_base_group_Serviced Apartment / Aparthotel,model_feature__categorical__property_base_group_Unspecified Property Type,model_feature__categorical__property_base_group_Villa,model_feature__numeric__accommodates,model_feature__numeric__bedrooms,model_feature__numeric__bathrooms,model_feature__numeric__beds,model_feature__numeric__amenities_count,model_feature__numeric__minimum_nights_log
614062053950999538,1,1590.0,Vadhana,Private room,Private room in condo,Apartment / Condo,13.7419,100.56145,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Shared outdoor pool - available all year, open specific hours"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Microwave"", ""Shower gel"", ""Laundromat nearby"", ""Bidet"", ""Dedicated workspace"", ""Cooking basics"", ""Electric stove"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Cleaning products"", ""Hangers"", ""Iron"", ""TV"", ""Wine glasses"", ""Long term stays allowed"", ""Shared gym in building"", ""Dining table"", ""Air conditioning"", ""Shampoo"", ""Private entrance""]",37,20,3.044522437723423,8,4.75,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.687068173008981,1.1910162597329925
617690758165527878,0,3240.0,Phra Nakhon,Private room,Room in hotel,Hotel / Resort,13.75592,100.50429,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Exterior security cameras on property"", ""Free parking on premises"", ""TV"", ""Fire extinguisher"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Outdoor dining area""]",9,1,0.6931471805599453,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-1.2528098708916449,-0.8235895779098978
621420617856094162,0,1201.0,Vadhana,Entire home/apt,Entire rental unit,Apartment / Condo,13.73984,100.56573,3,1.0,1.0,1.0,"[""Free parking on premises"", ""Hot water"", ""Hot water kettle"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Bathtub"", ""Dishes and silverware"", ""Shower gel"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""TV"", ""Air conditioning"", ""Pool"", ""Shampoo""]",19,2,1.0986122886681098,29,4.76,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09186022398616059,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.5599962837842785,-0.4761961232638695
624261568342445563,1,4500.0,Khlong Toei,Entire home/apt,Entire condo,Apartment / Condo,13.72761,100.57172,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""TV"", ""Shared pool"", ""Private hot tub"", ""Air conditioning"", ""Fire extinguisher"", ""Washer"", ""Exercise equipment"", ""Smoke alarm"", ""Wifi""]",12,30,3.4339872044851463,12,4.67,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-1.0449657947594349,1.5247009790410024
635754822511790848,0,1393.0,Bang Khae,Private room,Room in hotel,Hotel / Resort,13.71454,100.40957,2,1.0,1.0,1.0,"[""Shampoo"", ""TV"", ""Air conditioning"", ""Wifi"", ""Shower gel""]",5,1,0.6931471805599453,7,4.71,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-1.5299353057345915,-0.8235895779098978
637130382911048155,1,1700.0,Vadhana,Entire home/apt,Entire condo,Apartment / Condo,13.74336,100.55554,2,1.0,1.0,1.0,"[""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Ethernet connection"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Building staff"", ""Safe"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Shared backyard"", ""Bread maker"", ""Rice maker"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Shower gel"", ""Dedicated workspace"", ""Body soap"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Cleaning products"", ""Hangers"", ""Other electric stove"", ""First aid kit"", ""Iron"", ""TV"", ""Wine glasses"", ""Long term stays allowed"", ""Paid parking garage on premises"", ""Crib"", ""Dining table"", ""Air conditioning"", ""Housekeeping available every day - available at extra cost"", ""Shampoo"", ""Clothing storage: closet""]",45,5,1.791759469228055,57,4.79,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,1.2413190426948741,0.11767690999510516
637224866445629845,0,1097.0,Vadhana,Entire home/apt,Entire condo,Apartment / Condo,13.74245,100.57599,2,1.0,1.5,1.0,"[""Resort access"", ""Dedicated workspace"", ""Heating"", ""Free parking on premises"", ""Kitchen"", ""TV"", ""Shared gym nearby"", ""Backyard"", ""Fire extinguisher"", ""Shared outdoor pool - available all year, open specific hours"", ""AC - split type ductless system"", ""Exercise equipment"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Lockbox""]",17,7,2.0794415416798357,4,4.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,0.09810124575866251,-0.44679881514846587,-0.6985590012057518,0.3641564886080516
638810428855770681,0,842.0,Chatu Chak,Private room,Room in hotel,Hotel / Resort,13.832088470458984,100.57581329345703,2,1.0,1.0,1.0,"[""Dedicated workspace"", ""Coffee"", ""Free parking on premises"", ""43 inch HDTV with Netflix"", ""First aid kit"", ""Coffee maker: espresso machine"", ""Fire extinguisher"", ""Air conditioning"", ""Host greets you"", ""Smoke alarm"", ""Wifi"", ""Refrigerator""]",12,1,0.6931471805599453,7,5.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-1.0449657947594349,-0.8235895779098978
640493624884896939,0,875.0,Suanluang,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,13.70872,100.60579,2,1.0,1.0,1.0,"[""Bed linens"", ""Hot water"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Exterior security cameras on property"", ""Elevator"", ""Hair dryer"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Shower gel"", ""Bidet"", ""Dedicated workspace"", ""Body soap"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Clothing storage"", ""Noise decibel monitors on property"", ""TV"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo"", ""Safe"", ""Patio or balcony""]",26,1,0.6931471805599453,187,4.72,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.07502677280912197,-0.8235895779098978
640730391559239689,2,5452.0,Pom Prap Sattru Phai,Entire home/apt,Entire condo,Apartment / Condo,13.74091,100.51213,12,6.0,6.0,6.0,"[""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Ethernet connection"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Essentials"", ""Heating"", ""Exterior security cameras on property"", ""Paid parking garage on premises \u2013 1 space"", ""Kitchen"", ""Building staff"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix"", ""Shared gym nearby"", ""Rice maker"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Shower gel"", ""Single level home"", ""Dedicated workspace"", ""Body soap"", ""Cooking basics"", ""Private patio or balcony"", ""Paid dryer \u2013 In building"", ""Freezer"", ""Exercise equipment"", ""Refrigerator"", ""Wifi"", ""Cleaning products"", ""Hangers"", ""Paid washer \u2013 In building"", ""Clothing storage"", ""Courtyard view"", ""Iron"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo"", ""Private entrance""]",47,1,0.6931471805599453,1,3.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72348122663237,3.973239179995604,4.406759797419843,2.2801362590543683,1.3798817601163476,-0.8235895779098978
641795404999009658,0,1161.0,Huai Khwang,Entire home/apt,Entire condo,Apartment / Condo,13.779915523305863,100.57427604232788,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Cleaning available during stay"", ""Hot water"", ""Ethernet connection"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Fire extinguisher"", ""Dishes and silverware"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Body soap"", ""Cooking basics"", ""Shared outdoor pool - available all year, open specific hours, lap pool"", ""Refrigerator"", ""Wifi"", ""Cleaning products"", ""Hangers"", ""First aid kit"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Shared gym in building"", ""Dining table"", ""Air conditioning"", ""Shampoo"", ""Clothing storage: closet""]",30,1,0.6931471805599453,94,4.98,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.2020986620338246,-0.8235895779098978
643071616152772734,0,790.0,Vadhana,Entire home/apt,Entire rental unit,Apartment / Condo,13.714702911165105,100.59692200273275,2,1.0,1.0,1.0,"[""Wifi"", ""TV"", ""Air conditioning"", ""Kitchen""]",4,7,2.0794415416798357,16,4.88,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-1.599216664445328,0.3641564886080516
643255259478561996,0,2651.0,Ratchathewi,Entire home/apt,Entire guest suite,House / Home,13.75637478434786,100.52716074232791,4,2.0,2.0,2.0,"[""Free parking on premises"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Breakfast"", ""Host greets you"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""HDTV with premium cable"", ""Hair dryer"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Keypad"", ""Shower gel"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Wifi"", ""Coffee"", ""Cleaning products"", ""Hangers"", ""Clothing storage"", ""Iron"", ""Long term stays allowed"", ""Ceiling fan"", ""Dining table"", ""Air conditioning"", ""Shampoo"", ""Private entrance""]",36,2,1.0986122886681098,143,4.96,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33206660386034276,0.5233466123817591,0.576841084832127,0.09858819969210096,0.6177868142982444,-0.4761961232638695
643957111661627043,0,1129.0,Khlong Toei,Private room,Room in hotel,Hotel / Resort,13.72328,100.56178,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Elevator"", ""Hair dryer"", ""Free street parking"", ""43 inch HDTV"", ""Fire extinguisher"", ""Shower gel"", ""Laundromat nearby"", ""Bidet"", ""Body soap"", ""Paid dryer \u2013 In building"", ""Mini fridge"", ""Wifi"", ""Paid washer \u2013 In building"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo"", ""Safe""]",26,1,0.6931471805599453,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.07502677280912197,-0.8235895779098978
644643726754168260,0,1400.0,Khlong Toei,Private room,Room in hotel,Hotel / Resort,13.72355,100.56082,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Bed linens"", ""Hot water"", ""Hot water kettle"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Elevator"", ""Hair dryer"", ""Free street parking"", ""43 inch HDTV"", ""Fire extinguisher"", ""Shower gel"", ""Laundromat nearby"", ""Bidet"", ""Dedicated workspace"", ""Body soap"", ""Private patio or balcony"", ""Paid dryer \u2013 In building"", ""Mini fridge"", ""Wifi"", ""Hangers"", ""Paid washer \u2013 In building"", ""First aid kit"", ""Long term stays allowed"", ""Air conditioning"", ""Shampoo"", ""Safe""]",29,1,0.6931471805599453,3,4.67,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.13281730332308794,-0.8235895779098978
645220028815881502,0,2192.0,Vadhana,Entire home/apt,Entire condo,Apartment / Condo,13.744965741213013,100.55878780778198,6,2.0,1.5,2.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Bed linens"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Building staff"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Portable fans"", ""55 inch HDTV with Netflix, standard cable"", ""Bathtub"", ""Rice maker"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Blender"", ""Extra pillows and blankets"", ""Coffee maker"", ""Shower gel"", ""Toaster"", ""Bidet"", ""Dedicated workspace"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Shared outdoor pool - open specific hours, rooftop"", ""Single level home"", ""Body soap"", ""Private patio or balcony"", ""Conditioner"", ""Children\u2019s dinnerware"", ""Freezer"", ""Refrigerator"", ""Wifi"", ""Coffee"", ""City skyline view"", ""Cleaning products"", ""Hangers"", ""Shared sauna"", ""Outdoor dining area"", ""Clothing storage"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Iron"", ""First aid kit"", ""Wine glasses"", ""Long term stays allowed"", ""Shared gym in building"", ""Private hot tub"", ""Crib"", ""Dining table"", ""Electrolux electric stove"", ""AC - split type ductless system"", ""Sun loungers"", ""Shampoo"", ""Safe"", ""High chair""]",66,2,1.0986122886681098,92,4.91,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1799202595533496,0.5233466123817591,0.09810124575866251,0.09858819969210096,2.6962275756203433,-0.4761961232638695
646818524007796585,0,558.0,Bang Khen,Private room,Private room in serviced apartment,Serviced Apartment / Aparthotel,13.8882293,100.6030556,3,0.0,1.0,1.0,"[""Bed linens"", ""Central air conditioning"", ""Paid street parking off premises"", ""Hot water"", ""Hot water kettle"", ""Smoke alarm"", ""40 inch HDTV with Chromecast"", ""Luggage dropoff allowed"", ""Books and reading material"", ""Carbon monoxide alarm"", ""Essentials"", ""Exterior security cameras on property"", ""Hair dryer"", ""Room-darkening shades"", ""Free street parking"", ""Portable fans"", ""Rice maker"", ""Fire extinguisher"", ""Hotel type  shampoo"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Self check-in"", ""Microwave"", ""Shower gel"", ""Laundromat nearby"", ""Bidet"", ""Private patio or balcony"", ""Portable air conditioning"", ""Paid dryer \u2013 In building"", ""Children\u2019s dinnerware"", ""Freezer"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""Paid washer \u2013 In building"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""Dining table"", ""Dedicated workspace"", ""Smart lock"", ""Private entrance""]",42,2,1.0986122886681098,68,4.78,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.09186022398616059,-1.2015996714251633,-0.38063859331480204,-0.44679881514846587,1.0334749665626644,-0.4761961232638695
647006479131196339,0,765.0,Phasi Charoen,Entire home/apt,Entire home,House / Home,13.7166,100.45349,4,1.0,1.0,1.0,"[""Free parking on premises"", ""Clothing storage: dresser"", ""Sharp refrigerator"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Free street parking"", ""32 inch HDTV with Chromecast, Netflix"", ""Mosquito net"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Paid parking garage on premises \u2013 20 spaces"", ""\u0e47Head &Shoulder conditioner"", ""Shower gel"", ""Single level home"", ""Free dryer \u2013 In building"", ""Cooking basics"", ""Freezer"", ""Wifi"", ""Cleaning products"", ""Hangers"", ""Free washer \u2013 In building"", ""Eve electric stove"", ""Head & Shoulder shampoo"", ""Iron"", ""Long term stays allowed"", ""Crib"", ""Dining table"", ""AC - split type ductless system"", ""Dedicated workspace"", ""Smart lock"", ""Private entrance""]",41,1,0.6931471805599453,23,4.74,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33206660386034276,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.9641936078519276,-0.8235895779098978
649119510620891099,0,829.0,Sathon,Entire home/apt,Entire condo,Apartment / Condo,13.7139,100.51512,3,1.0,1.0,1.0,"[""Outdoor furniture"", ""Bed linens"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Gym"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Essentials"", ""Exterior security cameras on property"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Free street parking"", ""Portable fans"", ""Mosquito net"", ""Self check-in"", ""Dishes and silverware"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Toaster"", ""Free washer \u2013 In unit"", ""Body soap"", ""Cooking basics"", ""Freezer"", ""Exercise equipment"", ""Refrigerator"", ""Wifi"", ""City skyline view"", ""Cleaning products"", ""Hangers"", ""Outdoor dining area"", ""Clothing storage"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Dining table"", ""Air conditioning"", ""Pool"", ""Dedicated workspace"", ""Private entrance""]",43,1,0.6931471805599453,97,4.8,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09186022398616059,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,1.102756325273401,-0.8235895779098978
650421346135669132,1,1940.0,Bang Rak,Entire home/apt,Entire condo,Apartment / Condo,13.723173024725899,100.52562586963177,2,2.0,2.0,2.0,"[""Electrolux refrigerator"", ""Free parking on premises"", ""River view"", ""Bed linens"", ""Shared pool"", ""Drying rack for clothing"", ""Hot water"", ""Ethernet connection"", ""Gym"", ""Smoke alarm"", ""43 inch HDTV with Chromecast"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Room-darkening shades"", ""Bathtub"", ""Fire extinguisher"", ""Clothing storage: wardrobe"", ""Dishes and silverware"", ""Microwave"", ""Extra pillows and blankets"", ""Single level home"", ""Free washer \u2013 In unit"", ""Cooking basics"", ""Conditioner"", ""Children\u2019s dinnerware"", ""Freezer"", ""Exercise equipment"", ""Wifi"", ""City skyline view"", ""Hangers"", ""First aid kit"", ""Iron"", ""Long term stays allowed"", ""Private hot tub"", ""Electrolux electric stove"", ""AC - split type ductless system"", ""Resort access"", ""Patio or balcony""]",39,30,3.4339872044851463,26,4.69,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,0.5233466123817591,0.576841084832127,0.09858819969210096,0.8256308904304543,1.5247009790410024
657842757201974320,0,1348.0,Huai Khwang,Entire home/apt,Entire condo,Apartment / Condo,13.77995,100.57529,3,1.0,1.0,2.0,"[""Free parking on premises"", ""Outdoor furniture"", ""Bed linens"", ""Smoking allowed"", ""Shared pool"", ""Drying rack for clothing"", ""Ethernet connection"", ""Smoke alarm"", ""Outdoor shower"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Backyard"", ""Fire extinguisher"", ""Self check-in"", ""Dishes and silverware"", ""Lockbox"", ""Microwave"", ""Extra pillows and blankets"", ""Shower gel"", ""Laundromat nearby"", ""Bidet"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Body soap"", ""Cooking basics"", ""Private patio or balcony"", ""Freezer"", ""Exercise equipment"", ""Refrigerator"", ""Wifi"", ""City skyline view"", ""Cleaning products"", ""Hangers"", ""Shared sauna"", ""Outdoor dining area"", ""Clothing storage"", ""TV"", ""Long term stays allowed"", ""Shared gym in building"", ""Air conditioning"", ""Shampoo""]",45,1,0.6931471805599453,127,4.86,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09186022398616059,-0.33912652952170214,-0.38063859331480204,0.09858819969210096,1.2413190426948741,-0.8235895779098978
658335632389037860,0,776.0,Bang Rak,Entire home/apt,Entire rental unit,Apartment / Condo,13.72552,100.52186,2,1.0,1.0,1.0,"[""Bed linens"", ""Central air conditioning"", ""Drying rack for clothing"", ""Hot water"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Shampoo"", ""Essentials"", ""Exterior security cameras on property"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Microwave"", ""Keypad"", ""Shower gel"", ""Laundromat nearby"", ""Mini fridge"", ""Wifi"", ""City skyline view"", ""Hangers"", ""Iron"", ""Long term stays allowed"", ""Dedicated workspace"", ""Private entrance""]",26,1,0.6931471805599453,76,4.76,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.07502677280912197,-0.8235895779098978
658522631985323239,0,988.0,Thon buri,Entire home/apt,Entire condo,Apartment / Condo,13.710291022642158,100.47911308002665,2,1.0,1.0,1.0,"[""Carbon monoxide alarm"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Free parking on premises"", ""Kitchen"", ""River view"", ""Hair dryer"", ""Shared gym in building"", ""Shared pool"", ""HDTV"", ""Self check-in"", ""AC - split type ductless system"", ""Exercise equipment"", ""Smoke alarm"", ""Wifi"", ""Lockbox"", ""Refrigerator""]",17,7,2.0794415416798357,9,4.89,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.6985590012057518,0.3641564886080516
669830131000409453,1,935.0,Khlong Toei,Private room,Private room in condo,Apartment / Condo,13.73342,100.56198,2,1.0,1.0,1.0,"[""Free parking on premises"", ""Bed linens"", ""Gym"", ""Smoke alarm"", ""Outdoor shower"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Kitchen"", ""Fire extinguisher"", ""BBQ grill"", ""Exercise equipment"", ""Wifi"", ""City skyline view"", ""Clothing storage"", ""Noise decibel monitors on property"", ""TV"", ""Lock on bedroom door"", ""Pool"", ""AC - split type ductless system"", ""Private entrance""]",20,14,2.70805020110221,1,5.0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,-0.4907149250735418,0.902734357456121
675802027749251618,0,1778.0,Khlong Toei,Entire home/apt,Entire condo,Apartment / Condo,13.73607,100.55859,2,1.0,1.0,1.0,"[""Bed linens"", ""Shared pool"", ""Cleaning available during stay"", ""Hot water"", ""Hot water kettle"", ""Shared patio or balcony"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Essentials"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Room-darkening shades"", ""Shared backyard"", ""Shared gym"", ""Bathtub"", ""Self check-in"", ""Dishes and silverware"", ""Lockbox"", ""Microwave"", ""Shower gel"", ""Dedicated workspace"", ""Induction stove"", ""Conditioner"", ""Paid parking off premises"", ""Washer"", ""Refrigerator"", ""Wifi"", ""Cleaning products"", ""Hangers"", ""Clothing storage"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Dining table"", ""Air conditioning"", ""Shampoo"", ""Private entrance""]",38,1,0.6931471805599453,178,4.58,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5157870518326639,-0.33912652952170214,-0.38063859331480204,-0.44679881514846587,0.7563495317197177,-0.8235895779098978
678706337354194339,0,3021.0,Khan Na Yao,Private room,Room in hotel,Hotel / Resort,13.822400492948447,100.67165600782036,4,2.0,1.0,1.0,"[""Essentials"", ""Kitchenette"", ""Body soap"", ""Microwave"", ""Bed linens"", ""Hair dryer"", ""TV"", ""Free street parking"", ""Air conditioning"", ""Pool"", ""Wifi"", ""Shampoo"", ""Shower gel""]",13,1,0.6931471805599453,0,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33206660386034276,0.5233466123817591,-0.38063859331480204,-0.44679881514846587,-0.9756844360486983,-0.8235895779098978
