listing_id,price,room_type,property_type,property_base_group,accommodates,bedrooms,bathrooms,beds,amenities_count,minimum_nights,minimum_nights_log
17225891,1080.0,Hotel room,Room in bed and breakfast,Guesthouse / B&B,2,1.0,2.0,1.0,23,1,0.6931471805599453
17321361,2630.0,Private room,Private room in rental unit,Apartment / Condo,1,1.0,1.0,1.0,15,1,0.6931471805599453
17336628,897.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,1.0,23,21,3.091042453358316
17417698,1890.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,23,1,0.6931471805599453
17448342,2514.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.0,1.0,46,28,3.367295829986474
17450530,561.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,15,1,0.6931471805599453
17466223,1838.0,Entire home/apt,Entire condo,Apartment / Condo,6,2.0,2.0,6.0,20,1,0.6931471805599453
17520888,621.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,27,1,0.6931471805599453
17815655,926.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,2.0,18,30,3.4339872044851463
18035168,1500.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,36,5,1.791759469228055
18163378,1060.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,27,1,0.6931471805599453
18268430,1786.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,22,2,1.0986122886681098
18864066,1138.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,52,2,1.0986122886681098
18867133,417.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,16,1,0.6931471805599453
19092006,1595.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,53,20,3.044522437723423
19092383,1620.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,51,29,3.4011973816621555
19648958,1375.0,Entire home/apt,Entire guest suite,House / Home,4,0.0,1.0,1.0,49,1,0.6931471805599453
19649237,1468.0,Entire home/apt,Entire guest suite,House / Home,3,0.0,1.0,1.0,46,1,0.6931471805599453
19692039,4536.0,Entire home/apt,Entire guest suite,House / Home,10,3.0,3.0,3.0,51,1,0.6931471805599453
19867600,1981.0,Private room,Private room in guesthouse,Guesthouse / B&B,6,2.0,1.0,2.0,27,1,0.6931471805599453
20058048,1173.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,17,2,1.0986122886681098
20216957,873.0,Private room,Private room in hostel,Hostel,2,1.0,1.0,1.0,25,1,0.6931471805599453
20446225,713.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,47,30,3.4339872044851463
20615886,1141.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,1.0,2.0,23,2,1.0986122886681098
20641381,1128.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,2.0,27,1,0.6931471805599453
20675194,1143.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,21,1,0.6931471805599453
20723727,1300.0,Entire home/apt,Entire condo,Apartment / Condo,2,2.0,1.0,1.0,30,30,3.4339872044851463
21636890,1288.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,27,21,3.091042453358316
21942540,977.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,1.0,1.0,1.0,31,1,0.6931471805599453
22144221,751.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,2.0,46,1,0.6931471805599453
22166312,668.0,Private room,Private room in townhouse,House / Home,2,1.0,0.0,1.0,37,1,0.6931471805599453
22169690,910.0,Private room,Private room in condo,Apartment / Condo,2,0.0,1.0,1.0,36,180,5.198497031265826
22172577,2175.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,18,2,1.0986122886681098
22181045,820.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,36,14,2.70805020110221
22328810,963.0,Private room,Private room in townhouse,House / Home,2,1.0,1.0,1.0,60,2,1.0986122886681098
22404446,1000.0,Private room,Private room in guest suite,House / Home,2,1.0,1.0,1.0,13,30,3.4339872044851463
22869452,616.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,2.0,20,1,0.6931471805599453
22911131,1092.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,0.0,37,30,3.4339872044851463
22968102,3189.0,Private room,Private room in home,House / Home,4,2.0,1.0,2.0,37,5,1.791759469228055
23012504,941.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,0.0,1.0,1.0,20,1,0.6931471805599453
23026389,1524.0,Private room,Private room in home,House / Home,2,3.0,2.0,4.0,16,2,1.0986122886681098
23081317,1500.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,1.0,1.0,3.0,19,2,1.0986122886681098
23158835,2970.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,2.0,4.0,35,2,1.0986122886681098
23210325,1269.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,38,2,1.0986122886681098
23238551,855.0,Private room,Room in boutique hotel,Hotel / Resort,2,0.0,1.0,1.0,14,2,1.0986122886681098
23258390,1275.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,22,29,3.4011973816621555
23513639,1883.0,Private room,Private room in rental unit,Apartment / Condo,4,0.0,1.0,1.0,12,1,0.6931471805599453
23634384,1588.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,1.0,30,3,1.3862943611198906
23864529,32205.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,2.0,1.0,2.0,27,3,1.3862943611198906
23933943,585.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,2,1.0,5.0,2.0,21,1,0.6931471805599453
24169811,456.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,2.0,35,2,1.0986122886681098
24244961,1778.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,0.0,21,28,3.367295829986474
24388665,3441.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,3.0,28,3,1.3862943611198906
24392895,1372.0,Private room,Room in boutique hotel,Hotel / Resort,2,4.0,1.0,1.0,26,1,0.6931471805599453
25019388,928.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,28,1,0.6931471805599453
25088680,2315.0,Entire home/apt,Entire loft,Apartment / Condo,5,2.0,1.0,3.0,25,1,0.6931471805599453
25179177,1077.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,1.0,3.0,40,7,2.0794415416798357
25435163,8578.0,Entire home/apt,Entire villa,Villa,6,3.0,2.0,4.0,37,3,1.3862943611198906
25605727,864.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,40,364,5.8998973535824915
25647011,576.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,28,14,2.70805020110221
25660661,540.0,Private room,Private room in tiny home,Niche / Special Stay,2,1.0,1.5,1.0,19,2,1.0986122886681098
25876484,978.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,47,14,2.70805020110221
25933923,1856.0,Entire home/apt,Entire home,House / Home,6,2.0,1.0,4.0,22,1,0.6931471805599453
26017477,971.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,0.0,21,90,4.51085950651685
26055660,1999.0,Entire home/apt,Entire rental unit,Apartment / Condo,5,2.0,2.0,2.0,21,30,3.4339872044851463
26550729,432.0,Private room,Private room in hostel,Hostel,2,1.0,2.0,1.0,12,1,0.6931471805599453
26779564,788.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,40,28,3.367295829986474
26952531,1191.0,Private room,Private room in condo,Apartment / Condo,2,1.0,1.0,1.0,31,30,3.4339872044851463
27032871,1235.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,7,2.0,1.5,4.0,37,1,0.6931471805599453
27036741,1263.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,7,2.0,1.5,4.0,36,1,0.6931471805599453
27327794,3363.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,3.0,2.0,3.0,36,2,1.0986122886681098
27495749,532.0,Private room,Private room in townhouse,House / Home,4,2.0,2.0,2.0,17,1,0.6931471805599453
27509888,727.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.0,1.0,14,180,5.198497031265826
28121240,1345.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,1.0,2.0,26,2,1.0986122886681098
28319972,810.0,Private room,Private room in townhouse,House / Home,2,1.0,1.0,1.0,24,1,0.6931471805599453
28412886,1110.0,Entire home/apt,Entire home,House / Home,3,1.0,1.0,2.0,19,1,0.6931471805599453
28470700,2225.0,Hotel room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,22,1,0.6931471805599453
28471684,2539.0,Hotel room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,22,1,0.6931471805599453
28497814,6200.0,Entire home/apt,Entire townhouse,House / Home,10,3.0,3.5,5.0,42,2,1.0986122886681098
28530341,1880.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,1.0,2.0,31,30,3.4339872044851463
28573001,1404.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,2,10.0,1.0,17.0,21,1,0.6931471805599453
28672190,1908.0,Private room,Private room in townhouse,House / Home,2,1.0,1.0,1.0,23,1,0.6931471805599453
28734101,2632.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,1.0,2.0,4.0,39,3,1.3862943611198906
28805360,1695.0,Entire home/apt,Entire rental unit,Apartment / Condo,7,2.0,1.0,3.0,28,2,1.0986122886681098
28929294,1574.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,22,1,0.6931471805599453
28942566,533.0,Shared room,Shared room in bed and breakfast,Guesthouse / B&B,16,1.0,12.0,30.0,18,1,0.6931471805599453
28948230,2000.0,Private room,Private room in townhouse,House / Home,8,3.0,2.5,8.0,32,1,0.6931471805599453
28952911,1525.0,Private room,Private room in home,House / Home,5,1.0,7.0,3.0,18,1,0.6931471805599453
28956545,773.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.5,1.0,32,60,4.110873864173311
29070466,2800.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,1.0,3.0,28,3,1.3862943611198906
29090550,528.0,Entire home/apt,Entire rental unit,Apartment / Condo,1,0.0,1.0,1.0,27,1,0.6931471805599453
29174656,1599.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,0.0,1.0,3.0,30,2,1.0986122886681098
29224879,555.0,Entire home/apt,Entire condo,Apartment / Condo,4,0.0,1.0,1.0,25,30,3.4339872044851463
29249524,1649.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.5,1.0,48,1,0.6931471805599453
29278133,2109.0,Entire home/apt,Entire townhouse,House / Home,10,3.0,3.0,4.0,25,1,0.6931471805599453
29520933,3600.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,1.0,4.0,49,1,0.6931471805599453
29740775,906.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,16,30,3.4339872044851463
29862303,1616.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,41,4,1.6094379124341003
29872678,1301.0,Private room,Private room in rental unit,Apartment / Condo,2,0.0,1.0,1.0,21,2,1.0986122886681098
29890365,665.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,44,5,1.791759469228055
30299504,491.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,31,1,0.6931471805599453
30519700,1334.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,27,1,0.6931471805599453
30540889,656.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,30,15,2.772588722239781
30572084,2416.0,Private room,Room in hotel,Hotel / Resort,4,2.0,1.0,2.0,15,1,0.6931471805599453
30577801,1980.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.0,2.0,43,1,0.6931471805599453
30602895,1583.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.5,2.0,23,1,0.6931471805599453
30772646,990.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,0.0,1.0,3.0,18,1,0.6931471805599453
30784060,3279.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,0.0,1.0,3.0,48,1,0.6931471805599453
30827047,458.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.5,1.0,23,28,3.367295829986474
30897382,2070.0,Private room,Room in hotel,Hotel / Resort,2,1.0,1.0,1.0,17,30,3.4339872044851463
31026006,728.0,Private room,Private room in hostel,Hostel,1,1.0,1.0,1.0,13,1,0.6931471805599453
31045606,692.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.5,2.0,41,30,3.4339872044851463
31554280,1825.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,11,2,1.0986122886681098
31601528,1280.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,14,30,3.4339872044851463
31631933,1142.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,31,21,3.091042453358316
31707221,4500.0,Private room,Private room in home,House / Home,2,1.0,1.0,1.0,16,19,2.995732273553991
31976364,690.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,24,30,3.4339872044851463
32023366,1001.0,Private room,Private room in townhouse,House / Home,2,1.0,1.0,1.0,26,1,0.6931471805599453
32149117,890.0,Private room,Private room in hostel,Hostel,2,1.0,1.0,1.0,13,1,0.6931471805599453
32275745,469.0,Private room,Private room in home,House / Home,2,1.0,0.5,1.0,27,2,1.0986122886681098
32321690,1260.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,17,90,4.51085950651685
32352626,1412.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.5,2.0,50,20,3.044522437723423
32411757,1783.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,25,21,3.091042453358316
32593374,1029.0,Private room,Private room in hostel,Hostel,3,1.0,1.0,2.0,17,1,0.6931471805599453
32677114,1239.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,30,21,3.091042453358316
32705109,1288.0,Hotel room,Room in hotel,Hotel / Resort,3,1.0,1.0,1.0,6,1,0.6931471805599453
32726372,1200.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,40,30,3.4339872044851463
32833791,798.0,Entire home/apt,Entire loft,Apartment / Condo,2,0.0,1.0,0.0,27,28,3.367295829986474
32853421,588.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,22,1,0.6931471805599453
32874165,878.0,Private room,Room in boutique hotel,Hotel / Resort,3,1.0,1.0,2.0,14,1,0.6931471805599453
32904251,1443.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,33,21,3.091042453358316
33065739,1920.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,4,1.0,1.0,3.0,10,1,0.6931471805599453
33240631,1213.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,33,1,0.6931471805599453
33283071,2192.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,2.0,2.0,21,30,3.4339872044851463
33359405,908.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,1.0,1.0,2.0,24,2,1.0986122886681098
33475500,880.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.5,1.0,51,21,3.091042453358316
33481935,1182.0,Private room,Private room in nature lodge,Niche / Special Stay,2,7.0,1.0,2.0,8,1,0.6931471805599453
33564802,1232.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,18,1,0.6931471805599453
33569924,1343.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,33,21,3.091042453358316
33657523,447.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,34,28,3.367295829986474
33895941,1138.0,Private room,Private room in townhouse,House / Home,3,1.0,2.0,2.0,24,2,1.0986122886681098
33961316,1278.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,1.0,3.0,26,1,0.6931471805599453
34065119,896.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,27,5,1.791759469228055
34070414,3194.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,3.0,27,1,0.6931471805599453
34135481,1988.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,66,2,1.0986122886681098
34191830,1672.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,38,5,1.791759469228055
34299059,834.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.0,1.0,23,2,1.0986122886681098
34326831,549.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,18,20,3.044522437723423
34333401,1546.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,2.0,33,15,2.772588722239781
34372132,2434.0,Hotel room,Room in hotel,Hotel / Resort,2,1.0,1.0,1.0,23,1,0.6931471805599453
34436639,1407.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,34,30,3.4339872044851463
34568024,1207.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,54,15,2.772588722239781
34949555,1134.0,Private room,Private room in condo,Apartment / Condo,3,1.0,1.0,2.0,14,2,1.0986122886681098
34981246,1284.0,Private room,Private room in townhouse,House / Home,4,1.0,1.0,2.0,16,1,0.6931471805599453
35245030,621.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,2.0,30,1,0.6931471805599453
35416964,1267.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,18,1,0.6931471805599453
35474541,703.0,Hotel room,Room in hostel,Hostel,2,1.0,4.0,1.0,12,1,0.6931471805599453
35722523,1919.0,Entire home/apt,Entire townhouse,House / Home,5,2.0,1.0,3.0,15,3,1.3862943611198906
35812105,2830.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.5,2.0,26,14,2.70805020110221
35953207,1001.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,27,21,3.091042453358316
36002500,825.0,Private room,Private room in rental unit,Apartment / Condo,3,2.0,1.0,4.0,17,1,0.6931471805599453
36002581,750.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,2.0,12,1,0.6931471805599453
36096845,7725.0,Entire home/apt,Entire villa,Villa,14,4.0,4.0,5.0,53,2,1.0986122886681098
36168195,1538.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,44,30,3.4339872044851463
36254765,378.0,Private room,Private room in townhouse,House / Home,2,4.0,4.5,7.0,19,2,1.0986122886681098
36400772,569.0,Hotel room,Room in aparthotel,Serviced Apartment / Aparthotel,2,1.0,1.5,1.0,17,1,0.6931471805599453
36489323,941.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,30,3.4339872044851463
36495887,2295.0,Private room,Private room in rental unit,Apartment / Condo,4,2.0,2.0,3.0,16,1,0.6931471805599453
36511654,932.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,1.0,23,3,1.3862943611198906
36577132,3143.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,31,1,0.6931471805599453
36579355,2665.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,1.0,1.0,2.0,32,1,0.6931471805599453
36622038,833.0,Entire home/apt,Entire rental unit,Apartment / Condo,3,1.0,1.0,2.0,20,1,0.6931471805599453
36743038,621.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,31,1,0.6931471805599453
36795192,1283.0,Entire home/apt,Entire condo,Apartment / Condo,5,1.0,1.0,2.0,24,1,0.6931471805599453
36810347,896.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,24,3,1.3862943611198906
36857204,891.0,Private room,Room in hotel,Hotel / Resort,4,1.0,1.0,1.0,22,1,0.6931471805599453
37156724,1013.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.5,1.0,47,20,3.044522437723423
37401664,701.0,Private room,Private room in guesthouse,Guesthouse / B&B,2,1.0,1.5,2.0,33,2,1.0986122886681098
37405108,957.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.5,1.0,30,2,1.0986122886681098
37605174,1310.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,22,14,2.70805020110221
37802487,595.0,Hotel room,Room in aparthotel,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,17,1,0.6931471805599453
37812474,2578.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,33,1,0.6931471805599453
37817320,4063.0,Private room,Private room in condo,Apartment / Condo,4,2.0,1.0,2.0,15,1,0.6931471805599453
37886423,859.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,21,3,1.3862943611198906
37891082,876.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,27,2,1.0986122886681098
38058605,960.0,Private room,Private room in condo,Apartment / Condo,2,1.0,1.0,1.0,31,30,3.4339872044851463
38209929,821.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,41,5,1.791759469228055
38329844,1551.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,2.0,4.0,33,1,0.6931471805599453
38344662,3665.0,Entire home/apt,Entire townhouse,House / Home,14,3.0,4.0,13.0,45,1,0.6931471805599453
38529955,1670.0,Entire home/apt,Entire condo,Apartment / Condo,4,2.0,2.0,2.0,29,21,3.091042453358316
38627224,1622.0,Entire home/apt,Entire condo,Apartment / Condo,4,1.0,1.5,2.0,37,20,3.044522437723423
38803029,1109.0,Entire home/apt,Entire loft,Apartment / Condo,2,1.0,1.0,2.0,35,20,3.044522437723423
38882831,3017.0,Hotel room,Room in hotel,Hotel / Resort,2,1.0,1.0,1.0,22,1,0.6931471805599453
39080213,1104.0,Private room,Private room in condo,Apartment / Condo,3,1.0,1.0,1.0,19,1,0.6931471805599453
39129140,1141.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,13,1,0.6931471805599453
39176867,5000.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,2.0,32,30,3.4339872044851463
39292193,3072.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,15,3,1.3862943611198906
39434537,354.0,Private room,Private room in guesthouse,Guesthouse / B&B,2,1.0,2.0,1.0,4,1,0.6931471805599453
39598643,1063.0,Private room,Private room in rental unit,Apartment / Condo,2,1.0,1.0,1.0,28,1,0.6931471805599453
39639641,1951.0,Private room,Private room in townhouse,House / Home,5,2.0,2.0,2.0,25,1,0.6931471805599453
39805447,1110.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,23,90,4.51085950651685
39852300,308.0,Private room,Private room in townhouse,House / Home,1,1.0,1.5,1.0,7,4,1.6094379124341003
40210738,5436.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,5,3.0,3.0,3.0,61,1,0.6931471805599453
40282626,1889.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,0.0,1.0,1.0,26,1,0.6931471805599453
40410758,1000.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,0.0,1.0,1.0,19,30,3.4339872044851463
40482139,854.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,2.0,64,20,3.044522437723423
40601443,1468.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.5,1.0,36,23,3.1780538303479458
40622357,1200.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,21,1,0.6931471805599453
40814895,1285.0,Private room,Private room in rental unit,Apartment / Condo,6,0.0,1.0,0.0,20,1,0.6931471805599453
40879249,2578.0,Entire home/apt,Entire rental unit,Apartment / Condo,4,2.0,2.0,2.0,24,1,0.6931471805599453
40944574,2657.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,18,2,1.0986122886681098
41119242,856.0,Private room,Private room in rental unit,Apartment / Condo,4,0.0,1.0,2.0,21,1,0.6931471805599453
41142500,1353.0,Entire home/apt,Entire townhouse,House / Home,6,2.0,2.0,2.0,20,3,1.3862943611198906
41299229,1200.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,31,7,2.0794415416798357
41342330,1002.0,Private room,Private room in rental unit,Apartment / Condo,3,1.0,1.0,2.0,36,1,0.6931471805599453
41357972,1258.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,14,1,0.6931471805599453
41430908,843.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,1.0,33,30,3.4339872044851463
41442380,704.0,Entire home/apt,Entire condo,Apartment / Condo,2,0.0,1.0,1.0,18,3,1.3862943611198906
41462358,3211.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.5,1.0,47,1,0.6931471805599453
41536984,846.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,1.0,27,30,3.4339872044851463
41573383,437.0,Private room,Private room in rental unit,Apartment / Condo,2,10.0,1.0,1.0,9,1,0.6931471805599453
41725530,1161.0,Private room,Private room in serviced apartment,Serviced Apartment / Aparthotel,2,1.0,1.0,1.0,40,2,1.0986122886681098
41805052,1082.0,Entire home/apt,Entire loft,Apartment / Condo,4,2.0,1.0,3.0,27,15,2.772588722239781
41874532,1551.0,Private room,Private room in bed and breakfast,Guesthouse / B&B,2,1.0,1.0,1.0,26,1,0.6931471805599453
42024546,1920.0,Entire home/apt,Entire condo,Apartment / Condo,2,1.0,1.0,1.0,20,1,0.6931471805599453
42030654,1398.0,Entire home/apt,Entire condo,Apartment / Condo,3,1.0,1.0,2.0,46,4,1.6094379124341003
42041642,7578.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,5,3.0,4.0,3.0,70,3,1.3862943611198906
42182768,4180.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,12,4.0,4.0,4.0,44,1,0.6931471805599453
42257649,706.0,Entire home/apt,Entire rental unit,Apartment / Condo,2,1.0,1.0,2.0,35,20,3.044522437723423
42367457,350.0,Shared room,Shared room in hostel,Hostel,1,1.0,1.0,1.0,14,1,0.6931471805599453
42394308,1606.0,Entire home/apt,Entire condo,Apartment / Condo,3,2.0,1.0,2.0,25,1,0.6931471805599453
42467547,3249.0,Entire home/apt,Entire rental unit,Apartment / Condo,6,2.0,2.0,4.0,31,2,1.0986122886681098
42560515,2087.0,Private room,Private room in serviced apartment,Serviced Apartment / Aparthotel,3,0.0,1.0,1.0,41,1,0.6931471805599453
42561563,8189.0,Entire home/apt,Entire serviced apartment,Serviced Apartment / Aparthotel,4,2.0,2.0,2.0,46,1,0.6931471805599453
42746012,1258.0,Private room,Room in hotel,Hotel / Resort,2,1.0,1.0,1.0,8,1,0.6931471805599453
42746263,1258.0,Private room,Room in boutique hotel,Hotel / Resort,2,1.0,1.0,1.0,8,1,0.6931471805599453
43083344,1210.0,Entire home/apt,Entire home/apt,Unspecified Property Type,2,0.0,1.0,2.0,16,30,3.4339872044851463
